uri,cls,label
<http://edukg.org/knowledge/3.0/instance/chinese#main-E2128>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,刘向
<http://edukg.org/knowledge/3.0/instance/chinese#main-E2393>,<http://edukg.org/knowledge/3.0/class/chinese#main-C24>,莎士比亚
<http://edukg.org/knowledge/3.0/instance/chinese#main-E3340>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,常见熟语
<http://edukg.org/knowledge/3.0/instance/chinese#main-E2354>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,窃为大王不取也
<http://edukg.org/knowledge/3.0/instance/chinese#main-E5133>,<http://www.w3.org/2002/07/owl#NamedIndividual>,纳·马哈福兹
<http://edukg.org/knowledge/3.0/instance/chinese#main-E3724>,<http://edukg.org/knowledge/3.0/class/chinese#main-C33>,含流水的诗
<http://edukg.org/knowledge/3.0/instance/chinese#main-E154>,<http://www.w3.org/2002/07/owl#NamedIndividual>,浮头
<http://edukg.org/knowledge/3.0/instance/chinese#main-E1457>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,聘
<http://edukg.org/knowledge/3.0/instance/chinese#main-E1262>,<http://www.w3.org/2002/07/owl#NamedIndividual>,《欧行日记》
<http://edukg.org/knowledge/3.0/instance/chinese#main-E6428>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,踯躅（z hízhú）青骢马
<http://edukg.org/knowledge/3.0/instance/chinese#main-E4286>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,转朱阁，低绮户，照无眠
<http://edukg.org/knowledge/3.0/instance/chinese#main-E7239>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,朝
<http://edukg.org/knowledge/3.0/instance/chinese#main-E1230>,<http://www.w3.org/2002/07/owl#NamedIndividual>,《我的老师》
<http://edukg.org/knowledge/3.0/instance/chinese#main-E2709>,<http://edukg.org/knowledge/3.0/class/chinese#main-C29>,数字联
<http://edukg.org/knowledge/3.0/instance/chinese#main-E6014>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,问号用法补充规则
<http://edukg.org/knowledge/3.0/instance/chinese#main-E3867>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,《黎明风景》
<http://edukg.org/knowledge/3.0/instance/chinese#main-E5895>,<http://www.w3.org/2002/07/owl#NamedIndividual>,《假如给我三天光明》
<http://edukg.org/knowledge/3.0/instance/chinese#main-E1973>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,诚惶诚恐
<http://edukg.org/knowledge/3.0/instance/chinese#main-E5077>,<http://www.w3.org/2002/07/owl#NamedIndividual>,戴望舒
<http://edukg.org/knowledge/3.0/instance/chinese#main-E2296>,<http://edukg.org/knowledge/3.0/class/chinese#main-C24>,作家特称
<http://edukg.org/knowledge/3.0/instance/chinese#main-E1858>,<http://edukg.org/knowledge/3.0/class/chinese#main-C0>,诗中草
<http://edukg.org/knowledge/3.0/instance/chinese#main-E3509>,<http://edukg.org/knowledge/3.0/class/chinese#main-C24>,欧·亨利
