uri,cls,label
<http://edukg.org/knowledge/3.0/instance/history#main-E5934>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,陆贽
<http://edukg.org/knowledge/3.0/instance/history#main-E11336>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,汪廷珍
<http://edukg.org/knowledge/3.0/instance/history#main-E7757>,<http://edukg.org/knowledge/3.0/class/history#main-C52>,进化论
<http://edukg.org/knowledge/3.0/instance/history#main-E12777>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,印度
<http://edukg.org/knowledge/3.0/instance/history#main-E2467>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,刘权
<http://edukg.org/knowledge/3.0/instance/history#main-E680>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,舒同
<http://edukg.org/knowledge/3.0/instance/history#main-E7644>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,马加
<http://edukg.org/knowledge/3.0/instance/history#main-E15106>,<http://edukg.org/knowledge/3.0/class/history#main-C60>,护法运动
<http://edukg.org/knowledge/3.0/instance/history#main-E3806>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,福田赳夫
<http://edukg.org/knowledge/3.0/instance/history#main-E4933>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,宋礼
<http://edukg.org/knowledge/3.0/instance/history#main-E12077>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,谢胡
<http://edukg.org/knowledge/3.0/instance/history#main-E6428>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,费祎
<http://edukg.org/knowledge/3.0/instance/history#main-E9813>,<http://www.w3.org/2002/07/owl#NamedIndividual>,百家争鸣
<http://edukg.org/knowledge/3.0/instance/history#main-E9492>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,董守义
<http://edukg.org/knowledge/3.0/instance/history#main-E11179>,<http://edukg.org/knowledge/3.0/class/history#main-C0>,彭家屏
<http://edukg.org/knowledge/3.0/instance/history#main-E10322>,<http://edukg.org/knowledge/3.0/class/history#main-C3>,周幽王
<http://edukg.org/knowledge/3.0/instance/history#main-E7653>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,周鲂
<http://edukg.org/knowledge/3.0/instance/history#main-E8318>,<http://edukg.org/knowledge/3.0/class/history#main-C2>,王锡阐
